UF Health Shands Gainesville - Pricing Transparency Charge Master,,
Issued 7/1/2019,,
"NOTE: prices identified as ""Mark Up' encompass multiple items with different prices based item markup",,
,,
BILLING_DESC,UNIT,PRICE
TOLTERODINE TARTRATE ER 4 MG PO CP24 [29435],1 each,44.30
TOLVAPTAN 15 MG PO TABS [99415],1 each,1545.6
TOLVAPTAN 7.5 MG PO TAB UF (INPATIENT) [405815],1 each,772.8
TOMOSYNTHESIS BREAST BILAT SCREENING ,EACH,95
TOMOSYNTHESIS BREAST BILATERAL ,EACH,90
TOMOSYNTHESIS BREAST UNILATERAL ,EACH,90
TONGUE AND MOUTH SURGERY ,EACH,590
TOOL DISSECTING ,EACH,MarkUp
TOPIRAMATE 100 MG PO TABS [18922],1 each,55.9
TOPIRAMATE 15 MG PO CPSP [27641],1 each,19.4
TOPIRAMATE 200 MG PO TABS [18921],1 each,65.4
TOPIRAMATE 25 MG PO CPSP [27642],1 each,23.5
TOPIRAMATE 25 MG PO TABS [18920],1 each,20.5
TOPIRAMATE 6 MG/ML PO LIQD UF [403659],100 mL,135
TOPIRAMATE QUANT ,EACH,66
TOPOTECAN HCL 1 MG/ML IV SOLN UF CUSTOM [404446],4 mL,1241.4
TOPOTECAN HCL 1 MG/ML IV SOLN UF CUSTOM [404446],4 mL,580.3
TOPOTECAN HCL 1 MG/ML IV SOLN UF CUSTOM [404446],4 mL,4709.2
TOPOTECAN HCL 4 MG IV SOLR [17285],4 mg,4709.2
TORNADO EMB COIL ,EACH,194
TORQUE DEVICE ,EACH,40
TORQUE VISE ,EACH,50
TORSEMIDE 10 MG PO TABS [18292],1 each,3
TORSEMIDE 20 MG PO TABS [18293],1 each,3
TOTAL COMPLEMENT (CH50) ,EACH,29
TOTAL EOSINOPHIL COUNT ,EACH,17.00
TOTAL HYSTERECTOMY ,EACH,7280
TOURNIQUET-COMBAT ,EACH,80.00
TOXOPLASMA GONDII BY PCR ,EACH,195
TOXOPLASMA IGG ,EACH,98
TOXOPLASMA IGG AB ,EACH,27
TOXOPLASMA IGG CSF ,EACH,98
TOXOPLASMA IGM ,EACH,98
TOXOPLASMA IGM AB ,EACH,27
TOXOPLASMA IGM CSF ,EACH,98
TPMT GENE ANALYSIS ,EACH,770
TR BAND RADIAL COMPRESS DEV ,EACH,80
TRABECTEDIN 1 MG IV SOLR CUSTOM UF [405476],1 mg,11615.4
TRACE MINERALS CR-CU-MN-SE-ZN 10-1000-500-60 MCG/ML IV SOLN [18259],10 mL,122
TRACE MINERALS CR-CU-MN-SE-ZN 10-1000-500-60 MCG/ML IV SOLN [18259],1  x 1 mL Vial,80.9
TRACE MINERALS CR-CU-MN-ZN 100-25-1500 MCG/ML IV SOLN [18267],2 mL,69.2
TRACE MINERALS CR-CU-MN-ZN 1-100-25-1000 MCG/ML IV SOLN [18266],3 mL,72.6
TRACH SPEAKING VALVE ,EACH,184.00
TRACH TUBE - UNCUFFED ,EACH,209.00
TRACH TUBE BM 204-10 ,EACH,1345
TRACH TUBE CHG W EST FIST TRACT ,EACH,590
TRACH TUBE-BIVONA FOAM CUFF ,EACH,305
TRACH TUBE-CUSTOM ,EACH,1040
TRACHEOBRONCHOSCOPY ,EACH,2545
TRACHEOBRONXANE DUMON STENT ,EACH,2395
TRACHEOSTOMY EMERG CRICOTHYROID ,EACH,2510
TRACHEOSTOMY EMERG TRANSTRACH ,EACH,2735
TRACHEOSTOMY PLANNED ,EACH,6365
TRACKER 18 HI-FLOW INFUSION CA ,EACH,820
TRACTION ADJUSTMENT ,EACH,260.00
TRAK BACK II PULLBACK DEVICE ,EACH,110
TRAMADOL HCL 25 MG PO TABS (INPATIENT) [403631],1 each,3
TRAMADOL HCL 25 MG PO TABS (INPATIENT) [403631],1 each,3
TRAMADOL HCL 50 MG PO TABS [14632],1 each,3
TRAMADOL HCL ER 200 MG PO TB24 [70353],1 each,18.1
TRAMADOL-ACETAMINOPHEN 37.5-325 MG PO TABS [31288],1 each,9.1
TRANCRANIAL DOPP STUDY COMPLETE ,EACH,760.00
TRANCRANIAL DOPP STUDY LIMITED ,EACH,590.00
TRANDOLAPRIL 1 MG PO TABS [17017],1 each,7.6
TRANDOLAPRIL 2 MG PO TABS [17018],1 each,3.7
TRANDOLAPRIL 4 MG PO TABS [17019],1 each,7.6
TRANEXAMIC ACID 100 MG/ML FOR TOPICAL SOAK (UF) [405287],1  x 10 mL Vial,112.4
TRANS REACT FEBR ,EACH,368
TRANSCATH BX PROCEDURE ,EACH,14565
TRANSCATH EMBOLIZ MICROSPHER ,EACH,16800
TRANSCATH INSRT/REPLCMT PERM LDLS PM  RV W/IMG ,EACH,51570
TRANSCATH OCCLU CENT NERV ,EACH,5280
TRANSCATH OCCLU/HEAD-NECK ,EACH,25280
TRANSCATH RMVL PERM LDLS PM RT VENT ,EACH,8810
TRANSCATH STENT CCA WO/EPS ,EACH,10310
TRANSCATH STENT PLCMT ANTE CAROTID ,EACH,"42,865.00"
TRANSCATHETER BIOPSY ,EACH,4710
TRANSCATHETER PACING SYS ,EACH,28660
TRANSCONNECTOR ROD ,EACH,MarkUp
TRANSDUCER ADULT POLE ,EACH,70.00
TRANSDUCER PATIENT ADULT ,EACH,70
TRANSFERRIN ,EACH,87
TRANSFUSION BLOOD/PRODUCTS ,EACH,1365
TRANSFUSION BLOOD/PRODUCTS ,EACH,"1,365.00"
TRANSFUSION REACTION ABO GROUP ,EACH,199.00
TRANSILLUMINATOR OPHTHALMIC ,EACH,MarkUp
TRANSLUM ANGIOPLASTY CENTRAL DIAL CRCUIT ,EACH,"7,940.00"
TRANSLUM ANGIOPLASTY OPEN/PERC EA ADD ART ,EACH,"7,555.00"
TRANSLUM ANGIOPLASTY OPEN/PERC EA ADD VEIN ,EACH,"7,555.00"
TRANSLUM ANGIOPLASTY OPEN/PERC INIT ART ,EACH,"18,100.00"
TRANSLUM ANGIOPLASTY OPEN/PERC INIT VEIN ,EACH,"18,100.00"
TRANSPERINEAL PLACEMENT BIODEGRADEABLE ,EACH,13380
TRANSPORT VAN NON-EMERG ,EACH,90.00
TRANSPORT VAN OUT OF TOWN NON-EMERG ,EACH,50
TRANSPORT W/VAN ATTENDANT NON-EMERG ,EACH,90
TRANSSEPTAL NEEDLE BRK ,EACH,740
TRANSSEPTAL NEEDLE BRK-1 ,EACH,724
TRANSTRACHEAL CATHETER F/UP ,EACH,"4,230.00"
TRANSTRACHEAL CATHETER INTRO ,EACH,"4,230.00"
TRASTUZUMAB 150 MG IV SOLR UF [408154],1 each,6330.5
TRASTUZUMAB 440 MG IV SOLR [24053],440 mg,18514.9
TRASTUZUMAB 440 MG IV SOLR [24053],440 mg,18514.9
TRAUMA ACTIVATION W/O CRIT CR ,EACH,4000
TRAUMA ACTIVATION W/O CRIT CR ,EACH,4000
TRAUMA RESPONSE LEV 1 W/CRIT CARE ,EACH,4000
TRAVEL PER DAY ,EACH,9.00
TRAY BASIC ,EACH,80
TRAY BIOPSY ,EACH,MarkUp
TRAY CATHETERIZATION ,EACH,MarkUp
TRAY CENTRAL VENOUS ,EACH,MarkUp
TRAY CHEST TUBE ,EACH,90.00
TRAY HUMERAL ,EACH,MarkUp
TRAY HYSTOGRAM ,EACH,70
TRAY MANOMETER ,EACH,MarkUp
TRAY RAD STANDARD ANGIO ,EACH,184
TRAY SPINAL ,EACH,MarkUp
TRAY SPINE ,EACH,40
TRAY TIBIAL ,EACH,MarkUp
TRAY TUBE THAL-QUICK ,EACH,305
TRAZODONE ,EACH,93
TRAZODONE 12.5 MG PO TAB (VISTA INPATIENT) [403239],1 each,3
TRAZODONE 25 MG PO TAB (INPATIENT) [400728],1 each,3
TRAZODONE 25 MG PO TAB (INPATIENT) [400728],1 each,3
TRAZODONE HCL 10 MG/ML PO LIQD CUSTOM [402998],50 mL,3
TRAZODONE HCL 100 MG PO TABS [8083],1 each,3
TRAZODONE HCL 50 MG PO TABS [8085],1 each,3
TREAT FINGER FRACTURE EA. ,EACH,9355
TREAT FINGER FRACTURE-EACH ,EACH,6860
TREAT FX DISTAL RADIAL ,EACH,9355
TREAT FX DISTAL RADIAL ,EACH,9355
TREAT HAND DISLOCATION ,EACH,910
TREAT HIP DISLOCATION-W/ANESTH ,EACH,4685
TREAT HIP SOCKET FX ,EACH,3960
TREAT METATARSAL FRACTURE ,EACH,695
TREAT PLEURODESIS W/AGENT ,EACH,1770
TREAT WRIST BONE FRACTURE ,EACH,4685
TREATMENT OF INCOMPLT ABORT ,EACH,7860
TREATMENT OF THIGH FRACTURE ,EACH,910
TREATMENT OF THIGH FRACTURE ,EACH,4685
TREATMENT OF THIGH FRACTURE ,EACH,4685
TREE PROFILE ,EACH,160
TREE PROFILE ADDTL ,EACH,160
TREPONEMA PALLIDUM ,EACH,82
TREPROSTINIL 0.6 MG/ML IN SOLN [100667],1  x 2.9 mL Plas Cont,2303
TREPROSTINIL 1 MG/ML SQ SOLN UF [404352],1 mL,350.1
TREPROSTINIL 1 MG/ML SQ SOLN UF [404352],1.5 mL,511
TREPROSTINIL 1 MG/ML SQ SOLN UF [404352],2 mL,671.9
TREPROSTINIL 1 MG/ML SQ SOLN UF [404352],2.5 mL,832.8
TREPROSTINIL 1 MG/ML SQ SOLN UF [404352],3 mL,993.8
TREPROSTINIL 1 MG/ML SQ SOLN UF [404352],20 mL,6464.9
TREPROSTINIL 10 MG/ML SQ SOLN UF [404353],1 mL,2602.9
TREPROSTINIL 10 MG/ML SQ SOLN UF [404353],1.5 mL,"3,890.20"
TREPROSTINIL 10 MG/ML SQ SOLN UF [404353],2 mL,"5,177.60"
TREPROSTINIL 10 MG/ML SQ SOLN UF [404353],2.5 mL,"6,464.90"
TREPROSTINIL 10 MG/ML SQ SOLN UF [404353],3 mL,7752.2
TREPROSTINIL 2.5 MG/ML SQ INFUSION UF [404400],1 mL,671.9
TREPROSTINIL 2.5 MG/ML SQ INFUSION UF [404400],1.5 mL,993.7
TREPROSTINIL 2.5 MG/ML SQ INFUSION UF [404400],2 mL,1315.6
TREPROSTINIL 2.5 MG/ML SQ INFUSION UF [404400],2.5 mL,1637.4
TREPROSTINIL 2.5 MG/ML SQ INFUSION UF [404400],3 mL,1959.2
TREPROSTINIL 2.5 MG/ML SQ INFUSION UF [404400],20 mL,12901.5
TREPROSTINIL 20 MG/20ML IJ SOLN [32931],1  x 20 mL Vial,6464.9
TREPROSTINIL 5 MG/ML SQ INFUSION UF [404415],1 mL,1315.6
TREPROSTINIL 5 MG/ML SQ INFUSION UF [404415],1.5 mL,1959.2
TREPROSTINIL 5 MG/ML SQ INFUSION UF [404415],2 mL,2602.9
TREPROSTINIL 5 MG/ML SQ INFUSION UF [404415],2.5 mL,3246.6
TREPROSTINIL 5 MG/ML SQ INFUSION UF [404415],3 mL,3890.2
TRETINOIN 0.1 % EX CREA [11578],1  x 20 g Tube,501.00
TRETINOIN 10 MG PO CAPS [16005],1 each,112.1
TRI CLIP ,EACH,285
TRIAL LEAD KIT ,EACH,MarkUp
TRIAL THERAPEUTIC LEAVE ,EACH,115
TRIAMCINOLONE ACETONIDE 0.025 % EX CREA [8112],1  x 15 g Tube,13.4
TRIAMCINOLONE ACETONIDE 0.1 % EX CREA [8113],1  x 15 g Tube,16.8
TRIAMCINOLONE ACETONIDE 0.1 % EX CREA [8113],1  x 453.6 g Jar,89.9
TRIAMCINOLONE ACETONIDE 0.1 % EX OINT [8118],1  x 15 g Tube,16.8
TRIAMCINOLONE ACETONIDE 0.1 % EX OINT [8118],1  x 454 g Jar,89.9
TRIAMCINOLONE ACETONIDE 0.1 % EX OINT [8118],1  x 454 g Jar,124
TRIAMCINOLONE ACETONIDE 0.1 % MT PSTE [8121],1  x 5 g Tube,241.8
TRIAMCINOLONE ACETONIDE 0.5 % EX CREA [8114],1  x 15 g Tube,33.3
TRIAMCINOLONE ACETONIDE 10 MG/ML IJ SUSP [11584],1  x 5 mL Vial,77.1
TRIAMCINOLONE ACETONIDE 40 MG/ML IJ SUSP [8120],1  x 1 mL Vial,60.7
TRIAMCINOLONE ACETONIDE 40 MG/ML IJ SUSP [8120],1  x 5 mL Vial,220.4
TRIAMCINOLONE ACETONIDE 40 MG/ML IJ SUSP [8120],1  x 5 mL Vial,190.2
TRIAMCINOLONE ACETONIDE 40 MG/ML IO SUSP [89128],1  x 1 mL Vial,636.5
TRIAMCINOLONE ACETONIDE 55 MCG/ACT NA AERO [155044],1  x 16.5 g Bottle,367.6
TRIAMTERENE 100 MG PO CAPS [8131],1 each,34.5
TRIAMTERENE 50 MG PO CAPS [11588],1 each,34.5
TRIAMTERENE-HCTZ 37.5-25 MG PO CAPS [12729],1 each,3.00
TRIAMTERENE-HCTZ 37.5-25 MG PO TABS [8132],1 each,5.70
TRIAZOLAM 0.125 MG PO TABS [8138],1 each,8.30
TRICHINELLA ANTIBODY ,EACH,97
TRICHROME STAIN ,EACH,122
TRICITRATES 550-500-334 MG/5ML PO SOLN [82021],473 mL,178.80
TRIENTINE HCL 250 MG PO CAPS [11591],1 each,765.70
TRIFLUOPERAZINE HCL 10 MG PO TABS [8162],1 each,7.4
TRIFLUOPERAZINE HCL 10 MG PO TABS [8162],1 each,9.3
TRIFLUOPERAZINE HCL 2 MG PO TABS [8163],1 each,3.9
TRIFLUOPERAZINE HCL 2 MG PO TABS [8163],1 each,6
TRIFLUOPERAZINE HCL 5 MG PO TABS [8164],1 each,7.7
TRIFLURIDINE 1 % OP SOLN [11595],1  x 7.5 mL Bottle,1342.4
TRIFUSION CATHETER ,EACH,1520
TRIGLYCERIDE ,EACH,39
TRIHEXYPHENIDYL HCL 0.4 MG/ML PO ELIX [8165],473 mL,153.3
TRIHEXYPHENIDYL HCL 2 MG PO TABS [8166],1 each,3
TRIHEXYPHENIDYL HCL 5 MG PO TABS [8167],1 each,3
TRIHEXYPHENIDYL HCL 5 MG PO TABS [8167],1 each,3.00
TRI-IODOTHYRONINE FREE ,EACH,96
TRIM NONDYSTROPHIC NAILS ANY NUMB ,EACH,215
TRIMETHOBENZAMIDE HCL 300 MG PO CAPS [32311],1 each,16.4
TRIMETHOPRIM 100 MG PO TABS [8182],1 each,3
TRIMETHOPRIM 50 MG PO TAB (INPATIENT) [402252],1 each,3
TRIMETHOPRIM PO LIQD 10 MG/ML [402158],100 mL,9
TRIPLE ANTIBIOTIC 5-400-5000 EX OINT [8201],1  x 1 each Packet,3
TRIPLE LUMEN CENTRAL VENOUS TRAY ,EACH,285.00
TRIPTORELIN PAMOATE 11.25 MG IM SUSR [31708],1 each,9894.5
TRIPTORELIN PAMOATE 3.75 MG IM SUSR [28558],1 each,3317
TROCAR LAPAROSCOPIC ,EACH,MarkUp
TROMETHAMINE 30 MEQ/100ML IV SOLN [11608],500 mL,1008.9
TROMETHAMINE 30 MEQ/100ML IV SOLN [11608],1  x 500 mL Glass Cont,1008.9
TROPHAMINE 10 % IV SOLN [25798],500 mL,126
TROPHAMINE 6 % IV SOLN [8246],500 mL,119.2
TROPICAMIDE 0.5 % OP SOLN [8249],1  x 15 mL Bottle,54.1
TROPICAMIDE 1 % OP SOLN [8250],1  x 15 mL Bottle,57.6
TROPICAMIDE 1 % OP SOLN [8250],1  x 2 mL Bottle,54
TROPICAMIDE 1 % OP SOLN [8250],1  x 15 mL Bottle,154.60
TROPONIN HIGH SENSITIVITY ,EACH,69
TROPONIN QUANTITATIVE ,EACH,69
TRURL DSTRJ PRST TISS RF WV ,EACH,"7,855.00"
TRYPAN BLUE 0.06 % OP SOLN [88317],1  x .5 mL Syringe,144.5
TRYPANASOMA CRUZI IGM ,EACH,84
TRYPSIN - QUANT RIA ,EACH,46
TRYPSIN FECES QUAL ,EACH,50.00
TRYPTASE ,EACH,121.00
TSH ,EACH,114
T-SPOT TB TEST ,EACH,111
TTE F-UP OR LMTD ,EACH,605.00
TTE F-UP OR LMTD ,EACH,605
T-TRANSGLUTAMINEASE IGG ,EACH,78
TUBAL LIGATION - POST PARTUM ,EACH,835
TUBAL LIGATION W/ C-SECTION/ABD SX ,EACH,7835
TUBE AIRWAY ,EACH,MarkUp
TUBE GASTROSTOMY ,EACH,285.00
TUBE G-E ,EACH,510
TUBE G-J ,EACH,653.00
TUBE J 12 FR ,EACH,370.00
TUBE J 22 FR ,EACH,370.00
TUBE JEJUNAL ,EACH,383
TUBE JEJUNOSTOMY ,EACH,MarkUp
TUBE NASOJEJUNAL ,EACH,MarkUp
TUBE OSSICULAR ,EACH,MarkUp
TUBE PONSKY GASTROSTOMY ,EACH,459.00
TUBE SALIVARY BYPASS ,EACH,MarkUp
TUBE TRACHEOSTOMY ,EACH,MarkUp
TUBE TRACHEOSTOMY ,EACH,158.00
TUBE TRAY THAL-QUICK ,EACH,305.00
TUBERCULIN PPD 5 UNIT/0.1 ML ID SOLN UF LABEL COMMENTS [404136],5 mL,1243.5
TUBERCULIN PPD 5 UNIT/0.1 ML ID SOLN UF LABEL COMMENTS [404136],1 Syringe,39.00
TUBERCULOSIS INTRADERMAL ,EACH,46.00
TUBING ELECTROSUGICAL ,EACH,MarkUp
TUBING EXTENSION GATOR ,EACH,110
TUBING INSUFFLATION ,EACH,MarkUp
TUBING JP DRAIN ,EACH,50
TUBING SMOKE EVACUATOR ,EACH,MarkUp
TULIP FILTER RETRIEVAL ,EACH,673.00
TUMOR IMMUNOHISTOCHEM EA AB COMP ASSIT ,EACH,767.00
TUMOR IMMUNOHISTOCHEM STAIN ,EACH,767.00
TUMOR LOCAL-SPECT ,EACH,"2,150.00"
TUNNELER SURGICAL ,EACH,MarkUp
TUNNELING TOOL ,EACH,1285
TUOHY-BORST ,EACH,60
TWIST DRILL HOLE FOR IMPLANTATION ,EACH,2820
TX ATRIAL FIB PULM VEIN ISOL ,EACH,61520
TX DELIVERY >1MEV COMPLEX ,EACH,745
TX DELIVERY >1MEV SIMPLE ,EACH,415
TX POST HIP ARTHROPLAST W/MANIP ,EACH,910
TX SPONT HIP DISL W/O MANIP ,EACH,695
TX SUPERFIC WOUND SIMP CLOSURE ,EACH,1720
TX SUPERFICIAL WOUND W/PACKING ,EACH,1570
TX TARSAL BONE FX W/O MAN EA ,EACH,910
TYMPANOMETRY ,EACH,120
TYMPANOMETRY W/ REFLEX TEST ,EACH,475
TYROSINE DRIED BLOOD SPOT ,EACH,61
TYROSINE-PLASMA ,EACH,98.00
U/S GUIDE CYST OR RENAL ASP ,EACH,730.00
U/S GUIDE NEEDLE BIOPSY ,EACH,730.00
U/S GUIDE THORACENT/PARACENT ,EACH,730.00
UA W/MICRO AUTOMATED ,EACH,22
UA W/MICRO NON-AUTO ,EACH,21
UA W/O MICRO AUTOMATED ,EACH,15
UF HB 7F SWAN LATEX FREE ,EACH,1120
UF HB AD LIVER TRANSPLANT - LD ,EACH,"63,000.00"
UF HB ANTIGEN SCR W PATIENT SERUM ,EACH,78.43
UF HB ANTI-THYROGLOBULIN TUMOR AB ,EACH,48.00
UF HB BLOOD SUBTYPE SEROLOGIC RH(D) GENE ,EACH,121
UF HB CARRIERS SKIN GRAFT ,EACH,MarkUp
UF HB CATH GUIDE PERIPHERAL ,EACH,295.00
UF HB CATH INPACT ADMIRAL COATED ,EACH,3973
UF HB DEFINITIVE DRUG - FENTANYL ,EACH,150
UF HB DIALYSIS CATH 1 ,EACH,231
UF HB FRENOTOMY ,EACH,4260
UF HB INTRO FLEXOR TOUHY ,EACH,365
UF HB KIT LIVER BIOPSY ,EACH,500.00
UF HB KNEE RF KIT ,EACH,"2,395.00"
UF HB LAND AMBUL ALS NON-EMERG ,EACH,995
UF HB LEAD NEUROSTIMULATOR IDE#G120075 ,EACH,MarkUp
UF HB MATRIX HD PER SQ CM ,EACH,MarkUp
UF HB PACEMAKER TRAY ,EACH,204
UF HB PRESUMPTIVE ACETAMINOPHEN ,EACH,180
UF HB STUDY RECOVERY 2HRS NO NURSING ,EACH,145
UF HB TRABECULAR ISTENT SYSTEM ,EACH,MarkUp
UF HB TYSHAK II BALLOON ,EACH,"1,830.00"
UF REFERENCE LAB TEST-MOLECULAR PATH REVCODE 319 ,EACH,MarkUp
ULTRASONIC GUID-BIOPSY ,EACH,270
ULTRASONIC TIP ,EACH,MarkUp
ULTRASOUND 15MIN ,EACH,45.00
ULTRASOUND 15MIN ,EACH,45.00
ULTRASOUND ABDOMINAL W/CONTRAST ,EACH,990
ULTRASOUND CATHETER ,EACH,7465
ULTRASOUND GUIDANCE W/BX ,EACH,730
ULTRASOUND PROBE ,EACH,43
ULTRAVERSE BALLOON ,EACH,908
ULT-SND CHEST ,EACH,420
ULT-SND GUIDANCE/COLLECT DRAI ,EACH,605.00
ULT-SND GUIDE NEEDLE PLACE ,EACH,730
ULT-SND GUIDE NEEDLE PLACE ,EACH,730.00
ULT-SND GUIDE NEEDLE PLACE ,EACH,730
ULT-SND GUIDE NEEDLE PLACEMENT ,EACH,730
ULT-SND LIMITED STUDY ,EACH,590.00
ULT-SND LIMITED STUDY ,EACH,590
ULT-SND OPHTH B W/NON-QUANT A ,EACH,375.00
ULT-SND SOFT TISSUE ,EACH,735
UNIFUSE CATH 4X135X20 ,EACH,383
UNIVERSAL 5FR W/ MICROINTRO ,EACH,90.00
UNIVERSAL 5FR W/ MICROINTRO ,EACH,428.00
UNIVERSAL/ADJ SLITTER ,EACH,80
UNLISTED PROC - BILIARY TRACT ,EACH,9090
UNLISTED PROC MALE GENITIAL ,EACH,825
"UNLISTED PROCEDURE ABDOMEN,PERITONEUM,OMENTUM ",EACH,"9,910.00"
UNLISTED PROCEDURE COLON ,EACH,"3,150.00"
UNLISTED PROCEDURE HUMERUS/ELBOW ,EACH,695
UNLISTED PROCEDURE PANCREAS ,EACH,15860
UNLISTED PROCEDURE RECTUM ,EACH,2410
UNLISTED PROCEDURE SMALL INTESTINE ,EACH,10900
UNLISTED PROCEDURE-ESOPHAGUS ,EACH,3300
UNLISTED URINARY PROCEDURE ,EACH,1880
UNNA BOOT ,EACH,480
UNNA BOOT ,EACH,50
UNSPECIFIED HEARING AID DISPENSING FEE ,EACH,MarkUp
UP EXT FX ORTHOS HUMERAL ,EACH,575
UPGRD CONV SGL-DUAL CHMBR PACR ,EACH,"28,180.00"
UPGRD/CONV SGL-DUAL TO BIV GEN ,EACH,28180
UPP/LOWER EXTREMITY ARTERIAL EVAL ,EACH,430
UPPER EXT ART W/DIGITS ,EACH,475
UPPER EXT ARTERIAL ,EACH,475
UPPER EXT VEIN DUPLEX UNIL/LTD ,EACH,735
UPPER GI DBL CNTRST W/O KUB ,EACH,480
URAMIT MB 118 MG PO CAPS [163204],1 each,7.30
UREA 20 % EX CREA [19776],1  x 85 g Tube,36.00
UREA CL-UR 24H ,EACH,45.00
UREA NITROGEN URINE 24HR ,EACH,32.00
URETERAL EMBOLIZATION/OCCL ,EACH,985
URETERAL REFLUX STUDY ,EACH,"1,495.00"
URETERAL STENT NON-COR TEM W/DEL SYS ,EACH,393
URETHROCYSTOGRAM RETRO S&I ,EACH,935
URETHROCYSTOGRAM VOIDING S&I ,EACH,1525
URIC ACID BLOOD ,EACH,31.00
URIC ACID URINE 24HR ,EACH,32
URINALYSIS ,EACH,15
URINALYSIS MICROSCROPIC ONLY ,EACH,20
URINALYSIS NON AUTOMATED ,EACH,15
URINARY DRAINAGE BAG ,EACH,60
URINARY TRANS IMP BALLOON ,EACH,MarkUp
URINE DIPSTICK NON-AUTO W/O MIC ,EACH,17
URINE DIPSTICK NON-AUTO W/O MIC ,EACH,17
URINE ISOLATE IDENTIFICATION ,EACH,55
URINOMY MANOMETRY ,EACH,"2,010.00"
UROGRAM ANTEGRADE S&I ,EACH,1675
UROGRAM RETROGRADE ,EACH,1410
UROLIFT DELIVERY SYSTEM ,EACH,MarkUp
UROMETER ,EACH,50
UROVYSION BLADDER CANC SCRN ,EACH,885
UROVYSION BLDDR CANC CMPTR ASST ,EACH,885
URSODIOL 300 MG PO CAPS [11624],1 each,23.00
URSODIOL 500 MG PO TABS [39717],1 each,14.30
URSODIOL PO LIQD 60 MG/ML [402159],1000 mL,"1,038.00"
US ABDOMEN COMPLETE ,EACH,735
US BPP W/O NONSTRESS TEST ,EACH,590
US BREAST UNILATERAL COMPLETE ,EACH,420
US BREAST UNILATERAL LTD ,EACH,440
US ELASTOGRAPHY 1ST TARGET LESION ,EACH,420
US ELASTOGRAPHY EA ADDL TARGET LESION ,EACH,210
US ELASTOGRAPHY PARENCHYMA ,EACH,420
US EXT NON-VASC CMPLTE ,EACH,735
US EXTREM NONVASC ,EACH,455
US FETAL ECHOCARD PULSE WAVE F/U ,EACH,590
US FETAL ECHOCARD PULSED WAVE ,EACH,590
US FETAL ECHOCARDIOGRAM ,EACH,1655
US FETAL ECHOCARDIOGRAM F/U ,EACH,1580
US GUID FOR NDL PLACEMENT ,EACH,585
US GUIDANCE INTRAOPERATIVE ,EACH,135
US GUIDANCE VASC ACCESS ,EACH,500
US INFANT HIPS STUDY ,EACH,440
US INTRVASC NONCORON EA ADDL VESSEL ,EACH,190
US INTRVASC NONCORON INITIAL VESSEL ,EACH,695
US KIDNEY TRANSPL W/DOPPLER ,EACH,735
US OB DETAILED ,EACH,600
US OB FOLLOW UP OR REPEAT ,EACH,375
US OB SCAN LTD ,EACH,590
US OB SINGLE/FIRST GEST 14+ WKS ,EACH,735.00
US OB TRANSVAGINAL ,EACH,735.00
US PELVIC NON OB COMPLETE ,EACH,735
US PELVIC NON OB LIMITED OR F/U ,EACH,375
US PLEURA/CHEST/CHEST WALL ,EACH,420
US PLEURAL DRAIN/IMG - TUBE PL ,EACH,"5,375.00"
US RESIDUAL URINE CAPACITY MEASUR ,EACH,345
US RETROPERITONEUM COMPLETE ,EACH,735
US RETROPERITONEUM LIMITED ,EACH,590
US SCROTUM/TESTICLE ,EACH,735
US SPINE CANAL AND CONTENTS ,EACH,455
US THYROID/NECK ,EACH,735
US TRANSVAGINAL NON-OB ,EACH,735
USTEKINUMAB 130 MG/26ML IV SOLN [170078],26 mL,6498.6
USTEKINUMAB 45 MG/0.5ML SC SOSY [159026],1  x .5 mL Syringe,41649.7
VAC DRESS MED ,EACH,143
VACLOK 20ML SYRINGE ,EACH,40
VAIBAHN STENT ,EACH,6090
VALACYCLOVIR HCL 1 G PO TABS [13132],1 each,75.2
VALACYCLOVIR HCL 500 MG PO TABS [13133],1 each,44
VALACYCLOVIR PO LIQD 50 MG/ML [402160],180 mL,352.7
VALEO BILIARY STENT ,EACH,"2,665.00"
VALGANCICLOVIR HCL 450 MG PO TABS [30148],1 each,318.3
VALGANCICLOVIR HCL 50 MG/ML PO SOLR [102313],88 mL,3852.6
VALIUM(BENZODIAZEPINES) ,EACH,118
VALPROATE SODIUM 100 MG/ML IV SOLN [20887],5 mL,23.4
VALPROATE SODIUM 100 MG/ML IV SOLN [20887],1  x 5 mL Vial,23.4
VALPROIC ACID ,EACH,92
VALPROIC ACID 250 MG/5ML PO SOLN [8428],473 mL,218.6
VALPROIC ACID 250 MG/5ML PO SYRP UD [402161],1  x 5 mL Cup,3
VALPROIC ACID FREE ,EACH,92
VALRUBICIN 40 MG/ML IS SOLN [24425],5 mL,5618.8
VALSARTAN 160 MG PO TABS [31210],1 each,15.7
VALSARTAN 40 MG PO TABS [33541],1 each,12.2
VALSARTAN 80 MG PO TABS [31209],1 each,26.7
VALSARTAN 80 MG PO TABS [31209],1 each,14.6
VALVE AORTIC ,EACH,MarkUp
VALVE AORTIC IDE#G120108 ,EACH,MarkUp
VALVE AORTIC IDE#G140056 ,EACH,MarkUp
VALVE AORTIC TVAR ,EACH,MarkUp
VALVE AORTIC TVAR IDE#G090216 ,EACH,MarkUp
VALVE AORTIC TVAR IDE#G120160 ,EACH,MarkUp
VALVE AORTIC TVAR IDE#G150278 ,EACH,MarkUp
VALVE ENDOSCOPIC ,EACH,MarkUp
