price,description,charge_type
MarkUp,SYS THORACIC STENT GRAFT IDE# G130027 ,standard
MarkUp,SYS URETEROSCOPE ,standard
MarkUp,SYSTEM ARTHROSCOPIC ,standard
MarkUp,SYSTEM BLOOD WARMING ,standard
MarkUp,SYSTEM BONE CEMENT ,standard
MarkUp,SYSTEM CABLE ,standard
"1,484.00",SYSTEM CATHETER ASEPT ,standard
928.00,SYSTEM DELIVERY LV ,standard
MarkUp,SYSTEM DRAINAGE ,standard
MarkUp,SYSTEM EMBOLIC IDE#G110111 ,standard
MarkUp,SYSTEM EMBOLIC IDE#G130003 ,standard
MarkUp,SYSTEM EMBOLIC PROTECTION ,standard
"4,050.00",SYSTEM EMBOLIZATION PROTECT SYS ,standard
MarkUp,SYSTEM FECAL MANAGEMENT ,standard
3680,SYSTEM IMPLANT MPFL ,standard
MarkUp,SYSTEM MANDIBLE ,standard
MarkUp,SYSTEM MITRACLIP ,standard
MarkUp,SYSTEM NASAL RETAINING ,standard
71,SYSTEM SCLERODRM IMMUNOASSAY NONINFECT AB AG ,standard
40,SYSTEM THORACENTESIS ,standard
"84,945.00",SYSTEM TRANSFEMORAL ,standard
69,SYSTEMIC SCLERODERMA AB ANA TITER ,standard
111,SYSTEMIC SCLERODERMA AB ANTI ENA ,standard
704,SYVEK 4 PACER PATCH ,standard
542.00,T CELL CLONAL DNA PCR ,standard
256.00,T CELLS - TOTAL COUNTS ,standard
41,T PALLIDUM AB BY IFA ,standard
90,T PALLIDUM PARTICLE AGGLUTIN ,standard
33.00,T PALLIDUM PARTICLE AGGLUTIN ,standard
58,T.PALLIDUM AB IGG CSF ,standard
96,T3 TOTAL ,standard
44,T3 UPTAKE ,standard
17.00,T4 ,standard
93,TACROLIMUS (FK506) QUANT ,standard
918.9,TACROLIMUS 0.03 % EX OINT [29442],standard
1837.8,TACROLIMUS 0.03 % EX OINT [29442],standard
918.9,TACROLIMUS 0.1 % EX OINT [29443],standard
19.4,TACROLIMUS 0.5 MG PO CAPS [24914],standard
15.3,TACROLIMUS 0.5 MG PO CP24 [152377],standard
24,TACROLIMUS 0.75 MG PO TB24 [163896],standard
38.8,TACROLIMUS 1 MG PO CAPS [12933],standard
17.00,TACROLIMUS 1 MG PO CP24 [152378],standard
32.00,TACROLIMUS 1 MG PO TB24 [163897],standard
108.10,TACROLIMUS 4 MG PO TB24 [163898],standard
149.00,TACROLIMUS 5 MG PO CAPS [12934],standard
123.50,TACROLIMUS 5 MG PO CP24 [152379],standard
860.7,TACROLIMUS 5 MG/ML IV SOLN [12935],standard
860.7,TACROLIMUS 5 MG/ML IV SOLN [12935],standard
1362.8,TACROLIMUS PO LIQD 0.5 MG/ML [402154],standard
1362.8,TACROLIMUS PO LIQD 0.5 MG/ML FOR ADULT LIVER TRANSPLANT [408326],standard
240.5,TADALAFIL (PAH) 20 MG PO TABS [100055],standard
41.1,TADALAFIL 5 MG PO TABS [37400],standard
452.9,TALC 4 G PL AERP [32569],standard
594.4,TALC 4 G PL POWD [177750],standard
594.40,TALC 4 G PL POWD [177750],standard
222.10,TALIMOGENE LAHERPAREPVEC 10**6 PFU/ML INJ CUSTOM UF [405486],standard
"19,415.20",TALIMOGENE LAHERPAREPVEC 10**8 PFU/ML INJ CUSTOM UF [405487],standard
3.00,TAMOXIFEN CITRATE 10 MG PO TABS [7711],standard
3.00,TAMOXIFEN CITRATE 5 MG PO TAB (INPATIENT) [402247],standard
12.70,TAMSULOSIN HCL 0.4 MG PO CAPS [103024],standard
3,TAMSULOSIN HCL 0.4 MG PO CAPS [103024],standard
MarkUp,TAP SURGICAL ,standard
24895,TAVR PERC FEM ART APP ,standard
80.00,TB AB QUANTIFERON GOLD ,standard
60,TBI MRI BRAIN DTI ,standard
252,TC-99M CARDIOLITE ,standard
336,TC-99M DMSA ,standard
57,TC-99M DTPA ,standard
210,TC-99M HIDA COMPOUND ,standard
210,TC-99M HIDA COMPOUND ,standard
57,TC-99M MAA ,standard
57,TC-99M MAA ,standard
1590,TC-99M MAG3-RENAL ,standard
168,TC-99M MYOVIEW ,standard
1824,TC-99M NEUROLITE ,standard
8,TC-99M PERTECHNETATE ,standard
8,TC-99M PERTECHNETATE ,standard
37,TC-99M PHOSPHATE ,standard
37.00,TC-99M PHOSPHATE ,standard
91,TC-99M PYP ,standard
91,TC-99M PYP ,standard
323,TC-99M RBC ULTRA TAG KIT ,standard
168,TC-99M SULFUR COLLOID (IV) ,standard
168,TC-99M SULFUR COLLOID (IV) ,standard
7940,TCAT PLMT STENT CTR DIALYSIS SEG W/IMG S&I ,standard
28800,T-CELL DEPLETION OF HARVEST ,standard
158,TEARAWAY INTRODUCER ,standard
2540,TEE W/O ANESTHESIA ,standard
1774.9,TELAVANCIN HCL 750 MG IV SOLR [101309],standard
1150,TELE THX ISODOSE PLAN CMPLX ,standard
680,TELE THX ISODOSE PLAN SIMPLE ,standard
120,TELEMETRY-PER DAY ,standard
125.00,TELEPHONIC ANAL DUAL CHAMB ,standard
125.00,TELEPHONIC ANAL-SINGLE CHAMB ,standard
490,TELESCOPE CATHETER ,standard
MarkUp,TELESCOPIC INTRAOCULAR LENS ,standard
58.6,TELITHROMYCIN 400 MG PO TABS [38317],standard
24.00,TELMISARTAN 20 MG PO TABS [29176],standard
24.00,TELMISARTAN 40 MG PO TABS [24335],standard
24.00,TELMISARTAN 80 MG PO TABS [24336],standard
840,TELOMERE LENGTH TESTING ,standard
3.00,TEMAZEPAM 15 MG PO CAPS [7753],standard
106.30,TEMAZEPAM 7.5 MG PO CAPS [11500],standard
120,TEMNO NEEDLES ,standard
"3,349.00",TEMOZOLOMIDE 10 MG/ML PO LIQD BCN UF [402956],standard
"4,084.80",TEMOZOLOMIDE 100 MG IV SOLR [94929],standard
"1,870.70",TEMOZOLOMIDE 100 MG PO CAPS [25894],standard
396.70,TEMOZOLOMIDE 20 MG PO CAPS [25893],standard
"2,071.60",TEMOZOLOMIDE 250 MG PO CAPS [25895],standard
120.4,TEMOZOLOMIDE 5 MG PO CAPS [25892],standard
"1,750.00",TEMP TRANSCUTANEOUS PACING ,standard
MarkUp,TEMPLATE BENDING ,standard
MarkUp,TEMPLATE PLATING ,standard
MarkUp,TEMPLATE PLATING ,standard
MarkUp,TEMPLATE ROD ,standard
153,TEMPORARY LEAD ,standard
"7,184.50",TEMSIROLIMUS 25 MG/ML IV SOLN [82228],standard
"7,184.50",TEMSIROLIMUS 25 MG/ML IV SOLN [82228],standard
"23,733.60",TENECTEPLASE 50 MG IV KIT [28530],standard
"23,733.60",TENECTEPLASE 50 MG IV KIT [28530],standard
"10,121.90",TENIPOSIDE 10 MG/ML IV SOLN [11501],standard
128.00,TENOFOVIR ALAFENAMIDE FUMARATE 25 MG PO TABS [171150],standard
136.90,TENOFOVIR DISOPROXIL FUMARATE 300 MG PO TABS [31684],standard
"2,238.20",TENOFOVIR DISOPROXIL FUMARATE 40 MG/GM PO POWD [128103],standard
MarkUp,TENOGLIDE TENDON PROT PER SQ CM ,standard
60.00,TENS ,standard
36.10,TERBINAFINE HCL 1 % EX CREA [27023],standard
40.20,TERBINAFINE HCL 250 MG PO TABS [12724],standard
26.00,TERBUTALINE SULFATE 1 MG/ML IJ SOLN [11507],standard
26,TERBUTALINE SULFATE 1 MG/ML IJ SOLN [11507],standard
26,TERBUTALINE SULFATE 1 MG/ML IJ SOLN [11507],standard
16.40,TERBUTALINE SULFATE 2.5 MG PO TABS [11508],standard
20.00,TERBUTALINE SULFATE 5 MG PO TABS [11509],standard
"13,352.00",TERIPARATIDE (RECOMBINANT) 600 MCG/2.4ML SC SOLN [103397],standard
133,TEST SUPPLY ,standard
175.00,TESTOSTERONE ,standard
33.80,TESTOSTERONE 2 MG/24HR TD PT24 [127320],standard
76.90,TESTOSTERONE 50 MG/5GM (1%) TD GEL [144300],standard
109.10,TESTOSTERONE CYPIONATE 200 MG/ML IM SOLN [7784],standard
109.1,TESTOSTERONE CYPIONATE 200 MG/ML IM SOLN [7784],standard
70,TESTOSTERONE FEMALE-FREE ,standard
70.00,TESTOSTERONE FEMALE-TOTAL ,standard
175.00,TESTOSTERONE TOTAL ,standard
54.00,TESTOSTERONE TOTAL FEM/CHILD ,standard
35,TETANUS AB IGG ,standard
2042.3,TETANUS IMMUNE GLOBULIN 250 UNIT/ML IM INJ [7789],standard
188.7,TETANUS-DIPHTH-ACELL PERTUSSIS 5-2.5-18.5 LF-MCG/0.5 IM SUSP [41293],standard
188.7,TETANUS-DIPHTH-ACELL PERTUSSIS 5-2.5-18.5 LF-MCG/0.5 IM SUSP [41293],standard
205.6,TETANUS-DIPHTH-ACELL PERTUSSIS 5-2-15.5 LF-MCG/0.5 IM SUSP [41628],standard
205.6,TETANUS-DIPHTH-ACELL PERTUSSIS 5-2-15.5 LF-MCG/0.5 IM SUSP [41628],standard
98.70,TETANUS-DIPHTHERIA TOXOIDS TD 2-2 LF/0.5ML IM SUSP [37504],standard
98.70,TETANUS-DIPHTHERIA TOXOIDS TD 2-2 LF/0.5ML IM SUSP [37504],standard
125.00,TETANUS-DIPHTHERIA TOXOIDS TD 2-2 LF/0.5ML IM SUSP [37504],standard
160.2,TETANUS-DIPHTHERIA TOXOIDS TD 5-2 LFU IM INJ [11515],standard
227.00,TETRABENAZINE 12.5 MG PO TABS [93994],standard
57.00,TETRACAINE HCL 0.5 % OP SOLN [7795],standard
66.30,TETRACAINE HCL 0.5 % OP SOLN [7795],standard
129.90,TETRACAINE HCL 0.5 % OP SOLN [7795],standard
129.90,TETRACAINE HCL 0.5 % OP SOLN HYPERVISCOUS [402896],standard
53.8,TETRACAINE HCL 0.5 % OP SOLN VISCOUS [402718],standard
180.6,TETRACAINE HCL 1 % IJ SOLN [11517],standard
23.7,TETRACYCLINE HCL 250 MG PO CAPS [7796],standard
47.3,TETRACYCLINE HCL 500 MG PO CAPS [7797],standard
3203,TETRIS COIL LG ,standard
3203,TETRIS COIL MD ,standard
340,THAL QUICK CHEST TUBE KIT ,standard
1365,THAW PREV. FROZEN HPCS WITHOUT WASHING ,standard
1365,THAW PREV. FROZEN HPCS WITHOUT WASHING ,standard
767,THAWING PROCESS ,standard
143.00,THC METAB QUANT SERUM REFLX ,standard
96,THEOPHYLLINE ,standard
334.9,THEOPHYLLINE 80 MG/15ML PO SOLN [7821],standard
7.2,THEOPHYLLINE ER 100 MG PO CP24 [27418],standard
3,THEOPHYLLINE ER 100 MG PO TB12 [13668],standard
3,THEOPHYLLINE ER 150 MG PO TB12 (INPATIENT) [402248],standard
10.7,THEOPHYLLINE ER 200 MG PO CP24 [27419],standard
3,THEOPHYLLINE ER 200 MG PO TB12 [12097],standard
3,THEOPHYLLINE ER 300 MG PO TB12 [12098],standard
12.9,THEOPHYLLINE ER 300 MG PO TB12 [12098],standard
4.1,THEOPHYLLINE ER 400 MG PO TB24 [36973],standard
3,THEOPHYLLINE ER 50 MG PO TB12 (INPATIENT) [402249],standard
5.9,THEOPHYLLINE ER 600 MG PO TB24 [36974],standard
21.6,THEOPHYLLINE IN D5W 0.8-5 MG/ML-% IV SOLN [14926],standard
21.60,THEOPHYLLINE PEDIATRIC INTERMITTENT IV [402808],standard
4.40,THEOPHYLLINE PO LIQD 5 MG/ML [402155],standard
140,THER ACTIVITIES/DYN/FUNC 15MIN ,standard
7410,THER APHERESIS PLASMA ,standard
790,THER I131 HYPERTHYROID 10-20MC ,standard
790,THER I131 HYPERTHYROID 111-200 ,standard
790,THER I131 HYPERTHYROID 20-30MC ,standard
125,THER PROC/THEREX 15 MIN ,standard
125,THER PROC/THEREX 15 MIN ,standard
125,THER PROC/THEREX 15MIN ,standard
125.00,THER PROC/THEREX 15MIN ,standard
125,THER PROC/THEREX 15MIN ,standard
125.00,THER PROC/THEREX 15MIN ,standard
790,THER.I131 HYPERTHYROID 50-110M ,standard
140,THERA ACTIVITY/DYN/FUNC 15 MIN ,standard
140,THERA ACTIVITY/DYN/FUNC 15 MIN ,standard
355.00,THERAP PHLEB ,standard
355,THERAPEUTIC PHLEBOTOMY ,standard
240,THERAPEUTIC PORT IMAGE(S) ,standard
265.00,THERAPY EVALUATION ,standard
150,THERAPY VEST SUBSEQUENT ,standard
6665,THERM (NAV) B CURVE ABL ,standard
6665,THERM (NAV) C CURVE ABL ,standard
6665,THERM (NAV) D CURVE ABL ,standard
7170,THERM (NAV) D-F THERMCPLE ABL ,standard
6665,THERM (NAV) F CURVE ABL ,standard
7170,THERM (NAV) F-J THERMOCPLE ABL ,standard
3335,THERM B CURVE THERMOCPLE ABL ,standard
"3,335.00",THERM D CURVE THERMOCPLE ABL ,standard
7170,THERM D-F CRVE EZ STEER BIDIR ,standard
3335,THERM F CURVE THERMOCPLE ABL ,standard
7170,THERM F-J CURVE EZ STEER BIDIR ,standard
3335,THERM J CURVE THERMOCPLE ABL ,standard
8720,THERMOCOOL CATHETER ,standard
12225,THERMOPLASTY BRONCH  1 LOBE ,standard
3.00,THIAMINE 100 MG PO TAB CUSTOM UF [405698],standard
3,THIAMINE 100 MG PO TAB CUSTOM UF [405698],standard
67.2,THIAMINE HCL 100 MG/ML IJ SOLN [7876],standard
67.2,THIAMINE HCL 100 MG/ML IJ SOLN [7876],standard
57.7,THIAMINE HCL 100 MG/ML IJ SOLN CUSTOM HCPCS [403775],standard
33.6,THIAMINE HCL 100 MG/ML IV SYRINGE [401592],standard
3,THIAMINE HCL 50 MG PO TABS [7879],standard
3.00,THIAMINE HCL 50 MG PO TABS [7879],standard
35.10,THIOGUANINE 20 MG PO TAB (INPATIENT) [402251],standard
91.00,THIOGUANINE 40 MG PO TABS [7886],standard
1052,THIOGUANINE PO LIQD 20 MG/ML UF BCN [402156],standard
400,THIOPURINE DRUG METABOLITES ,standard
285.00,THIOPURINE METHYTRANSFERASE RBC ,standard
3,THIORIDAZINE HCL 10 MG PO TABS [7894],standard
3.3,THIORIDAZINE HCL 100 MG PO TABS [7895],standard
3,THIORIDAZINE HCL 25 MG PO TABS [7899],standard
24292.2,THIOTEPA 100 MG IJ SOLR CUSTOM UF [404948],standard
3061.2,THIOTEPA 15 MG IJ SOLR [7901],standard
3061.2,THIOTEPA 15 MG IJ SOLR [7901],standard
257,THIOTHIXENE ,standard
10.10,THIOTHIXENE 10 MG PO CAPS [7903],standard
7.20,THIOTHIXENE 2 MG PO CAPS [7904],standard
10.90,THIOTHIXENE 5 MG PO CAPS [7906],standard
705,THOMBOLYLIC INFUSION - IV ,standard
10720,THOMBOLYSIS ADDL DAY W/S&I ,standard
"1,770.00",THORACENTESIS ,standard
2505,THORACENTESIS W/IMAGING ,standard
1770,THORACENTESIS W/O IMAGE GUIDE ,standard
1770,THORACENTESIS W/O IMAGING ,standard
"2,505.00",THORACENTESIS WITH IMAGING ,standard
475,THORACIC OUTLET EXAM ,standard
460,THORACIC SPINE 3 V ,standard
265.00,THORACOLUMBAR SPINE 2V ,standard
"13,090.00",THORACOSC W/ PULM DECORT-PART ,standard
"12,015.00",THORACOSCOPY INFIL W/ BIOPSY ,standard
12015,THORACOSCOPY LUNGS/PLEURAL W/O BX ,standard
"12,015.00",THORACOSCOPY MASS W/ BIOPSY ,standard
12015,THORACOSCOPY MED W/ BIOPSY ,standard
12015,THORACOSCOPY PER W/ BIOPSY ,standard
"12,015.00",THORACOSCOPY PLEURA W/ BIOPSY ,standard
"13,090.00",THORACOSCOPY W/ PLEURODESIS ,standard
12015,THORACOSCOPY W/BX PLEURA ,standard
4580,THORACOTOMY W/CARDIAC MASS ,standard
590.00,THROAT SURGERY PROCEDURE ,standard
70045,THROMBECT &/OR INF FOR THROMBOLYSIS INTRACRANIAL PERQ ART ,standard
"10,505.00",THROMBECT ART SECOND W/INJ ADD-ON ,standard
"19,575.00",THROMBECT PERC TRANSLUM/INF DIAL CRCUIT ,standard
"34,920.00",THROMBECT PERC TRANSLUM/INF W/ANGIOPLASTY ,standard
"8,750.00",THROMBECTOMY ART PRIM ADD-ON ,standard
"14,480.00",THROMBECTOMY ART PRIM W/INJ INIT ,standard
"8,750.00",THROMBECTOMY ARTERIAL ADDL ,standard
"14,480.00",THROMBECTOMY VENOUS INIT W/INJ ,standard
"9,420.00",THROMBECTOMY VENOUS REPEAT W/INJ ,standard
"1,419.40",THROMBIN (RECOMBINANT) 20000 UNITS EX SOLR [92087],standard
376.00,THROMBIN (RECOMBINANT) 5000 UNITS EX SOLR [89570],standard
"1,230.10",THROMBIN 20000 UNITS EX KIT [11544],standard
"1,172.90",THROMBIN 20000 UNITS EX SOLR [11547],standard
339.10,THROMBIN 5000 UNITS EX KIT [87798],standard
324.3,THROMBIN 5000 UNITS EX KIT [87798],standard
318.5,THROMBIN 5000 UNITS EX SOLR [11548],standard
39,THROMBIN TIME ,standard
"1,835.00",THROMBO DEVICE ,standard
10720,THROMBOLYSIS ADDL DAY W/S&I ,standard
16645,THROMBOLYSIS ART-1ST W/S&I ,standard
750,THROMBOLYSIS CEREBRAL IV INF ,standard
10720,THROMBOLYSIS CESSETION W/S&I ,standard
3875,THROMBOLYSIS COR-BY IC INFUSN ,standard
5325,THROMBOLYSIS VEN-1ST W/S&I ,standard
16645,THROMBOLYTIC ART THERAPY ,standard
5325,THROMBOLYTIC VENOUS THERAPY ,standard
460.00,THRPY NEG PRESS WOUND <= 50 SQCM W/DME ,standard
109.00,THYROGLOBULIN ,standard
48.00,THYROGLOBULIN ,standard
48,THYROGLOBULIN ,standard
59,THYROGLOBULIN FINE NEEDLE ,standard
5.1,THYROID 120 MG PO TABS [7938],standard
3,THYROID 15 MG PO TABS [7940],standard
3,THYROID 30 MG PO TABS [7944],standard
3,THYROID 30 MG PO TABS [7944],standard
3,THYROID 45 MG PO TAB (INPATIENT USE) [403114],standard
3,THYROID 60 MG PO TABS [7947],standard
4.40,THYROID 90 MG PO TABS [11550],standard
44,THYROID ABS MICROSOMAL ,standard
22,THYROID ANTIBODIES EACH ,standard
1615,THYROID CA IMAG WHOLE BODY ,standard
1245,THYROID IMAGING ,standard
1495,THYROID IMAGING W/UPTAKE(S) ,standard
48,THYROID PEROXIDASE (TPO) AB ,standard
48,THYROID PEROXIDASE AB (TPOA) ,standard
99,THYROID PEROXIDASE ANTIBODY ,standard
99.00,THYROID PEROXIDASE TPO ANTIBODIES ,standard
72,THYROID STIM HORMONE RECPT AB ,standard
86,THYROID STIM IMMUNOGLOBULIN ,standard
1410,THYROID UPTAKE SNGL OR MULT ,standard
6041.5,THYROTROPIN ALFA 1.1 MG IM SOLR [24409],standard
35,THYROXINE BINDING GLOBULIN SERUM ,standard
47,THYROXINE T4 TOTAL ,standard
57.00,TI-201 CHLORIDE ,standard
57,TI-201 CHLORIDE ,standard
39.8,TIAGABINE HCL 12 MG PO TABS [21829],standard
34.6,TIAGABINE HCL 12 MG PO TABS [21829],standard
52.1,TIAGABINE HCL 16 MG PO TABS [21828],standard
30.8,TIAGABINE HCL 4 MG PO TABS [21827],standard
18390,TIB/PER ART ATHER-EA ADD VESS ,standard
12820,TIB/PER ART STENT&ATHER-EA ADD ,standard
12820,TIB/PER ART STENT-EA ADD VESS ,standard
30415,TIB/PERONEAL ART STENT&ATHEREC ,standard
41820,TIB/PERONEAL ARTERY ATHERECTOM ,standard
34920,TIB/PERONEAL ARTERY PTA ,standard
41820,TIB/PERONEAL ARTERY STENT ,standard
11385,TIB/PERONL ART PTA-EA ADD VESS ,standard
265,TIBIA/FIBULA 2V ,standard
265.00,TIBIA/FIBULA 2V ,standard
21.2,TICAGRELOR 60 MG PO TABS [163943],standard
21.2,TICAGRELOR 90 MG PO TABS [149349],standard
21.2,TICAGRELOR 90 MG PO TABS [149349],standard
10.1,TICLOPIDINE HCL 250 MG PO TABS [11559],standard
661.1,TIGECYCLINE 50 MG IV SOLR [41652],standard
661.1,TIGECYCLINE 50 MG IV SOLR [41652],standard
1475,TILT TABLE EVALUATION ,standard
594.8,TIMOLOL MALEATE 0.25 % OP SOLG [24575],standard
374.4,TIMOLOL MALEATE 0.25 % OP SOLG [24575],standard
45,TIMOLOL MALEATE 0.25 % OP SOLN [11561],standard
83.3,TIMOLOL MALEATE 0.25 % OP SOLN [11561],standard
651.9,TIMOLOL MALEATE 0.5 % OP SOLG [24576],standard
410.4,TIMOLOL MALEATE 0.5 % OP SOLG [24576],standard
18,TIMOLOL MALEATE 0.5 % OP SOLN [11562],standard
51,TIMOLOL MALEATE 0.5 % OP SOLN [11562],standard
97.1,TIMOLOL MALEATE 0.5 % OP SOLN [11562],standard
475,TINNITUS ASSESSMENT ,standard
56.8,TIOTROPIUM BROMIDE MONOHYDRATE 18 MCG IN CAPS [38315],standard
850,TIP DEFLECTING HANDLE ,standard
MarkUp,TIP PHACOEMULSIFICATION ,standard
MarkUp,TIP PULSED LAVAGE ,standard
MarkUp,TIP SCREWDRIVER ,standard
47.4,TIPRANAVIR 250 MG PO CAPS [41676],standard
928.3,TIROFIBAN HCL 3.75 MG/15ML IV CONC [170857],standard
2121.9,TIROFIBAN HCL IN NACL 12.5-0.9 MG/250ML-% IV SOLN [169781],standard
1028.5,TIROFIBAN HCL IN NACL 5-0.9 MG/100ML-% IV SOLN [169780],standard
MarkUp,TISS SYNTH IMPL COAPTITE 1ML ,standard
2640.8,TISSEEL VH 10 ML EX KIT [81639],standard
2535.7,TISSEEL VH 10 ML EX KIT [81639],standard
65.00,TISSUE & TOUCH PREP MACRO EXAM ,standard
680,TISSUE CULTURE LYMPHOCYTE ,standard
767,TISSUE ISH EA PROBE INTERP & RPT ,standard
736,TISSUE ISH EA PROBE INTERP & RPT ,standard
240,TISSUE MARKER ,standard
65,TISSUE PREP MACRO EXAMINATION ,standard
MarkUp,TISSUE SYNTHETIC ,standard
17,TISSUE TRANSGLUTAMINASE AB IGA ,standard
47.00,TISSUE TRANSGLUTAMINASE AB-IGG ,standard
3.7,TIZANIDINE HCL 2 MG PO TABS [14792],standard
9.3,TIZANIDINE HCL 4 MG PO TABS [14793],standard
2224,TLSO 4 SHELL BIVALVE LINE PREF ,standard
3395,TLSO A-P-L 2 PIECE W INTERFA ,standard
"2,775.00",TLSO A-P-L CONTROL MOLDED ,standard
2920,TLSO A-P-L W INTERFACE CUSTM ,standard
898.00,TLSO A-P-L-ROTARY HYPEREXTEN ,standard
80,TM INTRODUCER ,standard
265,TM JOINTS X-RAY ,standard
265,TMJ OPEN&CLOSED MOUTH UNILAT ,standard
895.1,TOBRAMYCIN 0.3 % OP OINT [19769],standard
102,TOBRAMYCIN 0.3 % OP SOLN [7995],standard
3,TOBRAMYCIN 1.4% FORTIFIED OP SOLN [402264],standard
558.10,TOBRAMYCIN 300 MG/5ML IN NEBU [22240],standard
196.4,TOBRAMYCIN 40 MG/ML NEB SOLUTION UF [402909],standard
9.00,TOBRAMYCIN 40 MG/ML NEB SOLUTION UF [402909],standard
365.90,TOBRAMYCIN SULFATE 1.2 G IJ SOLR [11565],standard
702.20,TOBRAMYCIN SULFATE 1.2 G IJ SOLR [11565],standard
735.9,TOBRAMYCIN SULFATE 1.2 G IJ SOLR [11565],standard
15.8,TOBRAMYCIN SULFATE 40 MG/ML IJ SPECIAL DILUTION UF [402512],standard
15.8,TOBRAMYCIN SULFATE 80 MG/2ML IJ SOLN [39918],standard
898.9,TOBRAMYCIN-DEXAMETHASONE 0.3-0.1 % OP OINT [11566],standard
348.5,TOBRAMYCIN-DEXAMETHASONE 0.3-0.1 % OP SUSP [11567],standard
272.8,TOBRAMYCIN-DEXAMETHASONE 0.3-0.1 % OP SUSP [11567],standard
669.8,TOBRAMYCIN-DEXAMETHASONE 0.3-0.1 % OP SUSP [11567],standard
110,TOBRAMYCIN-PEAK ,standard
4444.4,TOCILIZUMAB 20 MG/ML IV SOLN UF [500007],standard
MarkUp,TOE IMPLANT ,standard
426.8,TOLCAPONE 100 MG PO TABS [22050],standard
10.9,TOLMETIN SODIUM 400 MG PO CAPS [8015],standard
15,TOLNAFTATE 1 % EX CREA [8020],standard
15.3,TOLNAFTATE 1 % EX CREA [8020],standard
11.1,TOLNAFTATE 1 % EX POWD [8021],standard
21.80,TOLTERODINE TARTRATE 1 MG PO TABS [22782],standard
22.40,TOLTERODINE TARTRATE 2 MG PO TABS [22783],standard
43.80,TOLTERODINE TARTRATE ER 2 MG PO CP24 [29434],standard
44.30,TOLTERODINE TARTRATE ER 4 MG PO CP24 [29435],standard
1545.6,TOLVAPTAN 15 MG PO TABS [99415],standard
772.8,TOLVAPTAN 7.5 MG PO TAB UF (INPATIENT) [405815],standard
95,TOMOSYNTHESIS BREAST BILAT SCREENING ,standard
90,TOMOSYNTHESIS BREAST BILATERAL ,standard
90,TOMOSYNTHESIS BREAST UNILATERAL ,standard
590,TONGUE AND MOUTH SURGERY ,standard
MarkUp,TOOL DISSECTING ,standard
55.9,TOPIRAMATE 100 MG PO TABS [18922],standard
19.4,TOPIRAMATE 15 MG PO CPSP [27641],standard
65.4,TOPIRAMATE 200 MG PO TABS [18921],standard
23.5,TOPIRAMATE 25 MG PO CPSP [27642],standard
20.5,TOPIRAMATE 25 MG PO TABS [18920],standard
135,TOPIRAMATE 6 MG/ML PO LIQD UF [403659],standard
66,TOPIRAMATE QUANT ,standard
1241.4,TOPOTECAN HCL 1 MG/ML IV SOLN UF CUSTOM [404446],standard
580.3,TOPOTECAN HCL 1 MG/ML IV SOLN UF CUSTOM [404446],standard
4709.2,TOPOTECAN HCL 1 MG/ML IV SOLN UF CUSTOM [404446],standard
4709.2,TOPOTECAN HCL 4 MG IV SOLR [17285],standard
194,TORNADO EMB COIL ,standard
40,TORQUE DEVICE ,standard
50,TORQUE VISE ,standard
3,TORSEMIDE 10 MG PO TABS [18292],standard
3,TORSEMIDE 20 MG PO TABS [18293],standard
29,TOTAL COMPLEMENT (CH50) ,standard
17.00,TOTAL EOSINOPHIL COUNT ,standard
7280,TOTAL HYSTERECTOMY ,standard
80.00,TOURNIQUET-COMBAT ,standard
195,TOXOPLASMA GONDII BY PCR ,standard
98,TOXOPLASMA IGG ,standard
27,TOXOPLASMA IGG AB ,standard
98,TOXOPLASMA IGG CSF ,standard
98,TOXOPLASMA IGM ,standard
27,TOXOPLASMA IGM AB ,standard
98,TOXOPLASMA IGM CSF ,standard
770,TPMT GENE ANALYSIS ,standard
80,TR BAND RADIAL COMPRESS DEV ,standard
11615.4,TRABECTEDIN 1 MG IV SOLR CUSTOM UF [405476],standard
122,TRACE MINERALS CR-CU-MN-SE-ZN 10-1000-500-60 MCG/ML IV SOLN [18259],standard
80.9,TRACE MINERALS CR-CU-MN-SE-ZN 10-1000-500-60 MCG/ML IV SOLN [18259],standard
69.2,TRACE MINERALS CR-CU-MN-ZN 100-25-1500 MCG/ML IV SOLN [18267],standard
72.6,TRACE MINERALS CR-CU-MN-ZN 1-100-25-1000 MCG/ML IV SOLN [18266],standard
184.00,TRACH SPEAKING VALVE ,standard
209.00,TRACH TUBE - UNCUFFED ,standard
1345,TRACH TUBE BM 204-10 ,standard
590,TRACH TUBE CHG W EST FIST TRACT ,standard
305,TRACH TUBE-BIVONA FOAM CUFF ,standard
1040,TRACH TUBE-CUSTOM ,standard
2545,TRACHEOBRONCHOSCOPY ,standard
2395,TRACHEOBRONXANE DUMON STENT ,standard
2510,TRACHEOSTOMY EMERG CRICOTHYROID ,standard
2735,TRACHEOSTOMY EMERG TRANSTRACH ,standard
6365,TRACHEOSTOMY PLANNED ,standard
820,TRACKER 18 HI-FLOW INFUSION CA ,standard
260.00,TRACTION ADJUSTMENT ,standard
110,TRAK BACK II PULLBACK DEVICE ,standard
3,TRAMADOL HCL 25 MG PO TABS (INPATIENT) [403631],standard
3,TRAMADOL HCL 25 MG PO TABS (INPATIENT) [403631],standard
3,TRAMADOL HCL 50 MG PO TABS [14632],standard
